Date,Open,High,Low,Close,Adj Close,Volume
1988-07-01,260.338013,260.338013,260.338013,260.338013,117.865471,0
1988-07-04,261.882996,261.882996,261.882996,261.882996,118.564919,0
1988-07-05,262.656006,262.656006,262.656006,262.656006,118.914940,0
1988-07-06,263.428009,263.428009,263.428009,263.428009,119.264412,0
1988-07-07,261.882996,261.882996,261.882996,261.882996,118.564919,0
1988-07-08,262.656006,262.656006,262.656006,262.656006,118.914940,0
1988-07-11,266.518005,266.518005,266.518005,266.518005,120.663353,0
1988-07-12,266.518005,266.518005,266.518005,266.518005,120.663353,0
1988-07-13,267.290985,267.290985,267.290985,267.290985,121.013390,0
1988-07-14,260.338013,260.338013,260.338013,260.338013,117.865471,0
1988-07-15,259.566010,259.566010,259.566010,259.566010,117.515999,0
1988-07-18,258.792999,258.792999,258.792999,258.792999,117.165985,0
1988-07-19,254.931000,254.931000,254.931000,254.931000,115.417557,0
1988-07-20,261.882996,261.882996,261.882996,261.882996,118.564919,0
1988-07-21,260.338013,260.338013,260.338013,260.338013,117.865471,0
1988-07-22,257.247986,257.247986,257.247986,257.247986,116.466530,0
1988-07-25,259.566010,259.566010,259.566010,259.566010,117.515999,0
1988-07-26,261.882996,261.882996,261.882996,261.882996,118.564919,0
1988-07-27,261.110992,261.110992,261.110992,261.110992,118.215454,0
1988-07-28,261.110992,261.110992,261.110992,261.110992,118.215454,0
1988-07-29,261.882996,261.882996,261.882996,261.882996,118.564919,0
1988-08-01,270.381012,270.381012,270.381012,270.381012,122.412346,0
1988-08-02,269.609009,269.609009,269.609009,269.609009,122.062859,0
1988-08-03,276.561005,276.561005,276.561005,276.561005,125.210320,0
1988-08-04,277.334015,277.334015,277.334015,277.334015,125.560249,0
1988-08-05,276.561005,276.561005,276.561005,276.561005,125.210320,0
1988-08-08,274.243988,274.243988,274.243988,274.243988,124.161278,0
1988-08-09,271.925995,271.925995,271.925995,271.925995,123.111855,0
1988-08-10,265.746002,265.746002,265.746002,265.746002,120.313889,0
1988-08-11,264.200989,264.200989,264.200989,264.200989,119.614410,0
1988-08-12,265.746002,265.746002,265.746002,265.746002,120.313889,0
1988-08-15,261.110992,261.110992,261.110992,261.110992,118.215454,0
1988-08-16,261.110992,261.110992,261.110992,261.110992,118.215454,0
1988-08-17,261.882996,261.882996,261.882996,261.882996,118.564919,0
1988-08-18,262.656006,262.656006,262.656006,262.656006,118.914940,0
1988-08-19,262.656006,262.656006,262.656006,262.656006,118.914940,0
1988-08-22,256.476013,256.476013,256.476013,256.476013,116.117004,0
1988-08-23,255.703003,255.703003,255.703003,255.703003,115.767036,0
1988-08-24,255.703003,255.703003,255.703003,255.703003,115.767036,0
1988-08-25,245.660995,245.660995,245.660995,245.660995,111.220627,0
1988-08-26,242.570007,242.570007,242.570007,242.570007,109.821182,0
1988-08-29,242.570007,242.570007,242.570007,242.570007,109.821182,0
1988-08-30,236.389999,236.389999,236.389999,236.389999,107.023285,0
1988-08-31,238.707993,238.707993,238.707993,238.707993,108.072701,0
1988-09-01,234.072998,234.072998,234.072998,234.072998,105.974236,0
1988-09-02,237.934998,237.934998,237.934998,237.934998,107.722702,0
1988-09-05,241.024994,241.024994,241.024994,241.024994,109.121666,0
1988-09-06,244.115005,244.115005,244.115005,244.115005,110.520699,0
1988-09-07,244.115005,244.115005,244.115005,244.115005,110.520699,0
1988-09-08,241.412003,241.412003,241.412003,241.412003,109.296913,0
1988-09-09,241.024994,241.024994,241.024994,241.024994,109.121666,0
1988-09-12,242.570007,242.570007,242.570007,242.570007,109.821182,0
1988-09-13,245.660995,245.660995,245.660995,245.660995,111.220627,0
1988-09-14,247.205994,247.205994,247.205994,247.205994,111.920097,0
1988-09-15,243.343002,243.343002,243.343002,243.343002,110.171150,0
1988-09-16,242.570007,242.570007,242.570007,242.570007,109.821182,0
1988-09-19,243.343002,243.343002,243.343002,243.343002,110.171150,0
1988-09-20,246.432999,246.432999,246.432999,246.432999,111.570122,0
1988-09-21,249.522995,249.522995,249.522995,249.522995,112.969170,0
1988-09-22,250.296005,250.296005,250.296005,250.296005,113.319107,0
1988-09-23,250.296005,250.296005,250.296005,250.296005,113.319107,0
1988-09-26,247.977997,247.977997,247.977997,247.977997,112.269623,0
1988-09-27,250.296005,250.296005,250.296005,250.296005,113.319107,0
1988-09-28,250.296005,250.296005,250.296005,250.296005,113.319107,0
1988-09-29,254.931000,254.931000,254.931000,254.931000,115.417557,0
1988-09-30,254.158005,254.158005,254.158005,254.158005,115.067558,0
1988-10-03,251.067993,251.067993,251.067993,251.067993,113.668594,0
1988-10-04,252.613007,252.613007,252.613007,252.613007,114.368088,0
1988-10-05,259.566010,259.566010,259.566010,259.566010,117.515999,0
1988-10-06,273.471008,273.471008,273.471008,273.471008,123.811340,0
1988-10-07,268.063995,268.063995,268.063995,268.063995,121.363388,0
1988-10-10,268.063995,268.063995,268.063995,268.063995,121.363388,0
1988-10-11,267.290985,267.290985,267.290985,267.290985,121.013390,0
1988-10-12,265.746002,265.746002,265.746002,265.746002,120.313889,0
1988-10-13,271.925995,271.925995,271.925995,271.925995,123.111855,0
1988-10-14,271.153992,271.153992,271.153992,271.153992,122.762291,0
1988-10-17,275.789001,275.789001,275.789001,275.789001,124.860764,0
1988-10-18,274.243988,274.243988,274.243988,274.243988,124.161278,0
1988-10-19,274.243988,274.243988,274.243988,274.243988,124.161278,0
1988-10-20,273.471008,273.471008,273.471008,273.471008,123.811340,0
1988-10-21,273.471008,273.471008,273.471008,273.471008,123.811340,0
1988-10-24,269.609009,269.609009,269.609009,269.609009,122.062859,0
1988-10-25,269.609009,269.609009,269.609009,269.609009,122.062859,0
1988-10-26,267.290985,267.290985,267.290985,267.290985,121.013390,0
1988-10-27,269.221985,269.221985,269.221985,269.221985,121.887535,0
1988-10-28,270.381012,270.381012,270.381012,270.381012,122.412346,0
1988-10-31,268.063995,268.063995,268.063995,268.063995,121.363388,0
1988-11-01,269.609009,269.609009,269.609009,269.609009,122.062859,0
1988-11-02,266.518005,266.518005,266.518005,266.518005,120.663353,0
1988-11-03,266.518005,266.518005,266.518005,266.518005,120.663353,0
1988-11-04,264.200989,264.200989,264.200989,264.200989,119.614410,0
1988-11-07,263.428009,263.428009,263.428009,263.428009,119.264412,0
1988-11-08,269.609009,269.609009,269.609009,269.609009,122.062859,0
1988-11-09,264.972992,264.972992,264.972992,264.972992,119.963905,0
